5 	 27 
6 	 63 
7 	 126 
8 	 246 
9 	 682 
10 	 1365 
11 	 1574 
12 	 3440 
13 	 3529 
14 	 2838 
15 	 5640 
16 	 6344 
17 	 6895 
18 	 7088 
19 	 14478 
20 	 15776 
21 	 15875 
22 	 17699 
23 	 18383 
24 	 36691 
25 	 37619 
26 	 40028 
27 	 41710 
28 	 43245 
29 	 47064 
30 	 46751 
31 	 49649 
32 	 98667 
33 	 97718 
34 	 105858 
35 	 110066 
36 	 112571 
37 	 118635 
38 	 116187 
39 	 122343 
40 	 127154 
41 	 126966 
42 	 132114 
43 	 255253 
44 	 260607 
45 	 269504 
46 	 278109 
47 	 283474 
48 	 295651 
49 	 300387 
50 	 306720 
51 	 313713 
52 	 314500 
53 	 323433 
54 	 329633 
55 	 336075 
56 	 348574 
57 	 355460 
58 	 667161 
59 	 699162 
60 	 653771 
61 	 513907 
62 	 448302 
63 	 455669 
64 	 452650 
65 	 469557 
66 	 478060 
67 	 484375 
68 	 491321 
69 	 502045 
70 	 514969 
71 	 516484 
72 	 528673 
73 	 534279 
74 	 558004 
75 	 560783 
76 	 558646 
77 	 571404 
78 	 575580 
79 	 1109707 
80 	 1103885 
81 	 1136762 
82 	 1153904 
83 	 1163639 
84 	 1167931 
85 	 1181356 
86 	 1209275 
87 	 1253551 
88 	 1266303 
89 	 1285081 
90 	 1291027 
91 	 1298908 
92 	 1312977 
93 	 1342181 
94 	 1350956 
95 	 1353671 
96 	 1377842 
97 	 1378695 
98 	 1405926 
99 	 1435300 
100 	 1451724 
101 	 1473095 
102 	 1503614 
103 	 1517069 
104 	 1521401 
105 	 1557640 
106 	 1555583 
107 	 1567628 
108 	 1583963 
109 	 3005327 
110 	 3052489 
111 	 3084856 
112 	 3114895 
113 	 3144384 
114 	 3157942 
115 	 3215163 
116 	 3230248 
117 	 3224624 
118 	 3293358 
119 	 3311343 
120 	 3395331 
121 	 3476631 
122 	 3469451 
123 	 3527289 
124 	 3503239 
125 	 3548584 
126 	 3560162 
127 	 3628237 
128 	 3654550 
129 	 3665072 
130 	 3734520 
131 	 3735079 
132 	 3736417 
133 	 3801312 
134 	 3827652 
135 	 3849226 
136 	 3922917 
137 	 3977913 
138 	 4009994 
139 	 4025575 
140 	 4068403 
141 	 4162430 
142 	 4152879 
143 	 4188949 
144 	 4262741 
145 	 4280366 
146 	 4322332 
147 	 4339904 
148 	 4339600 
149 	 4356090 
